id,category,subject,email_text
4105,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4106,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
4107,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
4108,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4109,updates,Subscription Reminder,Your account settings were recently modified successfully.
4110,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4111,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
4112,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4113,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4114,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4115,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4116,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4117,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4118,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4119,social,You Were Tagged in a Post,You have a new notification from your social network account.
4120,updates,Password Changed,We wanted to inform you about an important update to your account.
4121,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4122,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4123,updates,Account Security Alert,We wanted to inform you about an important update to your account.
4124,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4125,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4126,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4127,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4128,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4129,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4130,social,New Friend Request,You have a new notification from your social network account.
4131,spam,You Won a Lottery,Congratulations you have been selected to receive a huge reward. Click now.
4132,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
4133,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4134,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4135,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
4136,updates,Policy Update Notice,Your account settings were recently modified successfully.
4137,updates,Password Changed,Your account settings were recently modified successfully.
4138,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
4139,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4140,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4141,personal,Checking In,Hope you are doing well. Let's catch up soon.
4142,purchases,Return Request Approved,Your order is on the way and will be delivered soon.
4143,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4144,personal,Checking In,Hope you are doing well. Let's catch up soon.
4145,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4146,updates,Password Changed,We wanted to inform you about an important update to your account.
4147,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4148,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4149,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4150,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4151,purchases,Delivery Completed,Thank you for your order. Your purchase has been confirmed.
4152,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
4153,updates,Password Changed,Your account settings were recently modified successfully.
4154,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
4155,personal,Checking In,Just wanted to check if you are available for a quick discussion.
4156,updates,Account Security Alert,We wanted to inform you about an important update to your account.
4157,personal,Call Me When Free,Hope you are doing well. Let's catch up soon.
4158,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4159,updates,Policy Update Notice,Your account settings were recently modified successfully.
4160,purchases,Receipt for Your Purchase,Your order is on the way and will be delivered soon.
4161,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4162,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
4163,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4164,updates,Password Changed,We wanted to inform you about an important update to your account.
4165,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4166,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
4167,updates,Policy Update Notice,Your account settings were recently modified successfully.
4168,social,Someone Liked Your Post,You have a new notification from your social network account.
4169,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4170,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
4171,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4172,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4173,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
4174,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4175,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4176,updates,Account Security Alert,We wanted to inform you about an important update to your account.
4177,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4178,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4179,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4180,work,Client Presentation Preparation,Prepare the slides for the client presentation scheduled next week.
4181,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4182,purchases,Return Request Approved,Your order is on the way and will be delivered soon.
4183,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
4184,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4185,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
4186,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
4187,social,New Follower Alert,You have a new notification from your social network account.
4188,spam,You Won a Lottery,Congratulations you have been selected to receive a huge reward. Click now.
4189,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4190,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
4191,promotions,Limited Time Offer,Huge sale on electronics and fashion items. Shop today and save big.
4192,social,New Comment on Your Photo,You have a new notification from your social network account.
4193,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
4194,social,You Were Tagged in a Post,You have a new notification from your social network account.
4195,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
4196,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
4197,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4198,personal,Checking In,Hope you are doing well. Let's catch up soon.
4199,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
4200,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4201,social,You Were Tagged in a Post,You have a new notification from your social network account.
4202,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
4203,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4204,personal,Checking In,Hope you are doing well. Let's catch up soon.
4205,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
4206,spam,You Won a Lottery,Congratulations you have been selected to receive a huge reward. Click now.
4207,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
4208,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
4209,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4210,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
4211,purchases,Delivery Completed,Your order is on the way and will be delivered soon.
4212,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4213,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4214,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4215,updates,Password Changed,Your account settings were recently modified successfully.
4216,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4217,updates,Subscription Reminder,Your account settings were recently modified successfully.
4218,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4219,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4220,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
4221,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4222,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4223,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4224,updates,Weekly Newsletter,Your account settings were recently modified successfully.
4225,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
4226,promotions,Limited Time Offer,Huge sale on electronics and fashion items. Shop today and save big.
4227,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4228,updates,Subscription Reminder,Your account settings were recently modified successfully.
4229,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4230,social,Event Invitation,You have a new notification from your social network account.
4231,updates,Password Changed,We wanted to inform you about an important update to your account.
4232,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4233,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
4234,updates,Policy Update Notice,Your account settings were recently modified successfully.
4235,purchases,Delivery Completed,Your order is on the way and will be delivered soon.
4236,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4237,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4238,updates,Weekly Newsletter,Your account settings were recently modified successfully.
4239,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4240,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
4241,updates,Weekly Newsletter,Your account settings were recently modified successfully.
4242,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4243,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4244,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
4245,personal,Checking In,Just wanted to check if you are available for a quick discussion.
4246,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4247,social,New Friend Request,You have a new notification from your social network account.
4248,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
4249,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4250,social,New Comment on Your Photo,You have a new notification from your social network account.
4251,social,New Friend Request,You have a new notification from your social network account.
4252,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4253,social,You Were Tagged in a Post,Your friend interacted with your recent post. Check it out now.
4254,social,New Friend Request,You have a new notification from your social network account.
4255,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4256,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4257,social,Someone Liked Your Post,You have a new notification from your social network account.
4258,updates,Policy Update Notice,Your account settings were recently modified successfully.
4259,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
4260,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4261,work,HR Policy Meeting,HR has arranged a meeting to discuss the new company policies.
4262,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
4263,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4264,updates,Password Changed,We wanted to inform you about an important update to your account.
4265,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4266,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4267,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4268,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
4269,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4270,purchases,Return Request Approved,Your order is on the way and will be delivered soon.
4271,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
4272,updates,System Maintenance Update,Your account settings were recently modified successfully.
4273,personal,Checking In,Hope you are doing well. Let's catch up soon.
4274,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4275,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4276,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
4277,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4278,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4279,updates,Policy Update Notice,Your account settings were recently modified successfully.
4280,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
4281,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4282,updates,Account Security Alert,We wanted to inform you about an important update to your account.
4283,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4284,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4285,updates,Password Changed,Your account settings were recently modified successfully.
4286,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
4287,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
4288,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4289,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
4290,social,Someone Liked Your Post,You have a new notification from your social network account.
4291,updates,Password Changed,We wanted to inform you about an important update to your account.
4292,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
4293,social,You Were Tagged in a Post,Your friend interacted with your recent post. Check it out now.
4294,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
4295,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4296,updates,Password Changed,Your account settings were recently modified successfully.
4297,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
4298,updates,System Maintenance Update,Your account settings were recently modified successfully.
4299,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4300,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4301,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4302,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4303,updates,Subscription Reminder,We wanted to inform you about an important update to your account.
4304,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4305,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4306,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4307,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4308,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4309,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4310,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4311,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4312,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4313,social,Event Invitation,You have a new notification from your social network account.
4314,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4315,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4316,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4317,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
4318,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4319,social,New Follower Alert,You have a new notification from your social network account.
4320,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4321,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4322,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4323,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4324,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
4325,social,Event Invitation,You have a new notification from your social network account.
4326,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
4327,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
4328,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4329,social,New Comment on Your Photo,You have a new notification from your social network account.
4330,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4331,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
4332,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4333,purchases,Delivery Completed,Thank you for your order. Your purchase has been confirmed.
4334,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4335,updates,System Maintenance Update,Your account settings were recently modified successfully.
4336,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
4337,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
4338,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
4339,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4340,social,You Were Tagged in a Post,Your friend interacted with your recent post. Check it out now.
4341,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4342,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4343,social,New Comment on Your Photo,You have a new notification from your social network account.
4344,updates,Subscription Reminder,Your account settings were recently modified successfully.
4345,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
4346,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4347,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4348,updates,Password Changed,We wanted to inform you about an important update to your account.
4349,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4350,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
4351,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4352,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4353,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4354,updates,Weekly Newsletter,Your account settings were recently modified successfully.
4355,purchases,Delivery Completed,Thank you for your order. Your purchase has been confirmed.
4356,updates,Policy Update Notice,Your account settings were recently modified successfully.
4357,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
4358,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4359,social,New Friend Request,You have a new notification from your social network account.
4360,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4361,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4362,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4363,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4364,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4365,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4366,social,Someone Liked Your Post,You have a new notification from your social network account.
4367,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4368,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4369,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4370,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4371,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4372,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
4373,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4374,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4375,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4376,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
4377,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
4378,social,New Follower Alert,You have a new notification from your social network account.
4379,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4380,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
4381,social,You Were Tagged in a Post,You have a new notification from your social network account.
4382,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4383,social,Someone Liked Your Post,You have a new notification from your social network account.
4384,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
4385,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4386,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4387,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
4388,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
4389,updates,Account Security Alert,Your account settings were recently modified successfully.
4390,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
4391,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4392,purchases,Receipt for Your Purchase,Your order is on the way and will be delivered soon.
4393,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
4394,social,You Were Tagged in a Post,Your friend interacted with your recent post. Check it out now.
4395,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
4396,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4397,social,Event Invitation,You have a new notification from your social network account.
4398,social,Someone Liked Your Post,You have a new notification from your social network account.
4399,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4400,personal,Checking In,Hope you are doing well. Let's catch up soon.
4401,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4402,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
4403,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4404,purchases,Return Request Approved,Your order is on the way and will be delivered soon.
4405,updates,Subscription Reminder,Your account settings were recently modified successfully.
4406,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4407,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
4408,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
4409,spam,Free Gift Card Inside,Act immediately to claim your prize before it expires.
4410,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4411,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
4412,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
4413,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
4414,updates,Subscription Reminder,Your account settings were recently modified successfully.
4415,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
4416,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4417,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
4418,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4419,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4420,updates,Password Changed,We wanted to inform you about an important update to your account.
4421,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
4422,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
4423,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4424,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4425,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
4426,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4427,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4428,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4429,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4430,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
4431,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
4432,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4433,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
4434,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4435,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
4436,personal,Trip Planning,Just wanted to check if you are available for a quick discussion.
4437,social,New Comment on Your Photo,You have a new notification from your social network account.
4438,social,Event Invitation,You have a new notification from your social network account.
4439,purchases,Receipt for Your Purchase,Your order is on the way and will be delivered soon.
4440,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
4441,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
4442,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4443,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
4444,updates,Password Changed,We wanted to inform you about an important update to your account.
4445,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4446,personal,Checking In,Hope you are doing well. Let's catch up soon.
4447,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
4448,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4449,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4450,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
4451,updates,Account Security Alert,We wanted to inform you about an important update to your account.
4452,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
4453,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
4454,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
4455,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
4456,social,Someone Liked Your Post,You have a new notification from your social network account.
4457,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
4458,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4459,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4460,spam,Free Gift Card Inside,Congratulations you have been selected to receive a huge reward. Click now.
4461,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4462,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
4463,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
4464,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4465,personal,Checking In,Hope you are doing well. Let's catch up soon.
4466,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4467,updates,Account Security Alert,Your account settings were recently modified successfully.
4468,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
4469,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
4470,promotions,Special Offer for Members,Get amazing discounts on top products. Limited time promotion available now.
4471,purchases,Delivery Completed,Your order is on the way and will be delivered soon.
4472,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
4473,social,You Were Tagged in a Post,You have a new notification from your social network account.
4474,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4475,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
4476,personal,Project Discussion,Just wanted to check if you are available for a quick discussion.
4477,personal,Meeting Tomorrow,Hope you are doing well. Let's catch up soon.
4478,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
4479,social,Event Invitation,You have a new notification from your social network account.
4480,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4481,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4482,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4483,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
4484,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
4485,social,Someone Liked Your Post,You have a new notification from your social network account.
4486,updates,Subscription Reminder,We wanted to inform you about an important update to your account.
4487,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
4488,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
4489,purchases,Order Confirmation,Your order is on the way and will be delivered soon.
4490,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
4491,updates,Policy Update Notice,Your account settings were recently modified successfully.
4492,personal,Call Me When Free,Hope you are doing well. Let's catch up soon.
4493,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
4494,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
4495,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
4496,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
4497,work,Deployment Notice,The new version of the application will be deployed tonight.
4498,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
4499,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
4500,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
4501,purchases,Delivery Completed,Thank you for your order. Your purchase has been confirmed.
4502,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
4503,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
4504,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
4505,social,New Comment on Your Photo,Your friend interacted with your recent post. Check it out now.
4506,personal,Dinner Tonight,Just wanted to check if you are available for a quick discussion.
